employee_id,employee_name,email,department,job_role,experience_years,hire_date,skills,availability_status,workload_percentage,active_tasks,performance_score
EMP575,Kavya Iyer,employee575@company.local,Data Science,Finance Analyst,5.0,2019-04-23,"Machine Learning, Django",Busy,66.8,5,67.1
EMP727,Neha Nair,employee727@company.local,Sales,Data Scientist,3.6,2017-06-15,"Project Management, Computer Vision",Available,75.3,6,44.8
EMP2406,Kiran Thomas,employee2406@company.local,Finance,Data Scientist,14.3,2018-02-21,"React, Django, Deep Learning",Busy,70.4,5,78.0
EMP4927,Neha Iyer,employee4927@company.local,Finance,Developer,4.3,2015-03-29,"Python, SQL, Project Management, NLP",Busy,88.0,6,71.9
EMP3393,Pooja Reddy,employee3393@company.local,HR,Developer,3.5,2014-02-19,"NLP, Deep Learning, Computer Vision, Machine Learning",Busy,63.8,5,64.5
EMP3255,Kavya Nair,employee3255@company.local,IT,Project Manager,9.7,2015-07-04,SQL,Busy,70.0,2,72.9
EMP4100,Arun Verma,employee4100@company.local,Marketing,Senior Developer,2.6,2016-03-26,"React, Computer Vision",Available,27.0,2,69.4
EMP703,Sneha Iyer,employee703@company.local,Sales,HR Executive,7.9,2025-06-18,React,Available,95.8,8,78.8
EMP598,Manoj Thomas,employee598@company.local,IT,Business Analyst,7.7,2018-05-17,"Excel, Computer Vision, NLP, SQL",Busy,46.2,4,81.9
EMP271,Divya Iyer,employee271@company.local,Engineering,Project Manager,12.3,2021-02-10,"Django, Data Analysis",Available,70.3,5,57.0
EMP462,Rahul Das,employee462@company.local,HR,HR Executive,2.8,2012-03-26,"React, Deep Learning, Project Management",Available,49.8,3,46.1
EMP2930,Amit Mishra,employee2930@company.local,Data Science,Business Analyst,8.4,2022-02-08,"Excel, Project Management",Available,57.3,4,86.9
EMP3107,Neha Sharma,employee3107@company.local,Data Science,Senior Developer,3.1,2017-01-28,"NLP, Project Management, Deep Learning",Available,48.8,3,68.8
EMP3674,Nikhil Patel,employee3674@company.local,Sales,Project Manager,5.6,2021-03-04,"Finance, Project Management, Deep Learning, SQL",Available,64.6,5,69.3
EMP104,Vivek Singh,employee104@company.local,IT,Senior Developer,3.4,2023-02-05,"Deep Learning, Computer Vision, Excel",Available,78.2,4,75.5
EMP4709,Meera Menon,employee4709@company.local,IT,Developer,7.9,2023-06-05,"Computer Vision, React, Data Analysis",Available,52.9,3,71.6
EMP764,Vivek Raj,employee764@company.local,Finance,Analyst,4.0,2021-02-01,"Excel, Project Management, SQL",Busy,55.3,6,49.9
EMP1757,Swati Pillai,employee1757@company.local,Marketing,Business Analyst,13.7,2015-05-10,"Project Management, Deep Learning",Busy,100.0,8,74.8
EMP4568,Rohit Singh,employee4568@company.local,IT,Senior Developer,3.0,2024-05-17,"Django, Excel",Available,76.1,8,68.2
EMP1532,Sanjay Raj,employee1532@company.local,Marketing,Data Scientist,2.0,2023-08-15,"React, Finance",Available,83.7,7,70.7
EMP3335,Kavya Nair,employee3335@company.local,HR,Senior Developer,4.7,2015-10-05,Deep Learning,Available,49.0,5,61.1
EMP3661,Priya Pillai,employee3661@company.local,IT,Business Analyst,3.4,2014-02-12,"Finance, Deep Learning, SQL",Available,74.6,2,69.7
EMP1812,Sanjay Verma,employee1812@company.local,Finance,Finance Analyst,2.7,2015-12-17,NLP,Available,62.4,6,65.7
EMP2391,Divya Nair,employee2391@company.local,Marketing,Team Lead,2.4,2019-09-14,"Excel, Deep Learning, Data Analysis",Available,88.6,7,65.9
EMP2916,Aditya Verma,employee2916@company.local,IT,Project Manager,5.6,2020-08-10,"Data Analysis, Django",On Leave,53.5,5,57.9
EMP2934,Nikhil Thomas,employee2934@company.local,Data Science,Project Manager,10.5,2012-11-11,"Computer Vision, Python",Available,60.5,4,64.2
EMP2968,Rohit Singh,employee2968@company.local,Marketing,Project Manager,9.3,2016-08-13,"Data Analysis, Django, Project Management",Available,55.3,2,73.3
EMP1739,Isha Joshi,employee1739@company.local,Engineering,Senior Developer,5.3,2022-04-18,"Machine Learning, React",Available,62.3,4,75.8
EMP1486,Kiran Das,employee1486@company.local,Data Science,Business Analyst,4.6,2024-10-11,"Data Analysis, React, Django",Available,50.1,3,69.6
EMP2726,Kiran Thomas,employee2726@company.local,Operations,Senior Developer,11.0,2019-09-10,"Python, Excel, Finance",Available,7.0,4,80.0
EMP2566,Kiran Thomas,employee2566@company.local,Data Science,Analyst,6.9,2022-12-02,"Finance, Django, NLP",Available,55.7,0,75.7
EMP1722,Rahul Patel,employee1722@company.local,Operations,Team Lead,4.4,2016-02-13,"SQL, Computer Vision",Busy,54.6,3,62.6
EMP2510,Amit Das,employee2510@company.local,Finance,HR Executive,1.7,2017-01-23,Machine Learning,On Leave,77.2,3,68.0
EMP1881,Priya Kapoor,employee1881@company.local,IT,Project Manager,13.6,2012-06-02,"Django, React, Python, SQL",Available,100.0,7,78.4
EMP3977,Swati Kapoor,employee3977@company.local,Data Science,Senior Developer,5.7,2022-12-30,"Machine Learning, NLP",Available,49.2,2,68.0
EMP547,Neha Sharma,employee547@company.local,Engineering,Developer,7.7,2015-08-27,"Django, React, Machine Learning",Available,61.8,5,73.9
EMP1906,Kiran Mishra,employee1906@company.local,Operations,Business Analyst,22.0,2014-04-28,"Python, React",Available,100.0,8,97.8
EMP4869,Meera Menon,employee4869@company.local,Marketing,Analyst,5.4,2012-02-23,"Finance, Python, Project Management",Available,64.7,3,66.8
EMP494,Nikhil Das,employee494@company.local,Operations,Analyst,5.0,2018-03-31,"Computer Vision, Machine Learning, Data Analysis, React",Busy,73.2,7,67.4
EMP1897,Swati Kapoor,employee1897@company.local,Engineering,HR Executive,3.0,2021-11-07,Python,Available,53.1,4,63.2
EMP1769,Meera Kapoor,employee1769@company.local,Engineering,Project Manager,8.5,2023-07-03,"Finance, NLP",Available,62.8,3,70.6
EMP2235,Kavya Joshi,employee2235@company.local,Engineering,Developer,5.6,2024-06-07,"Deep Learning, Computer Vision",Available,35.9,4,74.4
EMP2553,Pooja Kapoor,employee2553@company.local,Data Science,Team Lead,8.2,2016-06-11,"Django, Machine Learning",Available,79.1,6,79.5
EMP3647,Neha Iyer,employee3647@company.local,IT,Analyst,2.0,2024-01-24,"Python, NLP",Available,73.1,6,52.9
EMP913,Pooja Reddy,employee913@company.local,Operations,Project Manager,5.3,2016-04-30,NLP,On Leave,55.7,2,65.7
EMP085,Anita Menon,employee085@company.local,Engineering,Finance Analyst,5.6,2023-06-16,"Project Management, NLP",Available,50.2,0,69.3
EMP2483,Sneha Sharma,employee2483@company.local,HR,Team Lead,2.4,2017-12-06,"Project Management, Excel",Available,70.7,7,71.6
EMP4884,Vivek Verma,employee4884@company.local,Engineering,Developer,11.2,2018-09-02,"Project Management, Excel, NLP",Available,31.8,1,69.4
EMP4507,Neha Joshi,employee4507@company.local,Finance,Finance Analyst,3.5,2020-06-12,SQL,Available,64.5,4,59.5
EMP2909,Meera Pillai,employee2909@company.local,Operations,Business Analyst,9.1,2014-01-16,"React, Machine Learning, Python",Busy,48.3,3,88.4
EMP3087,Neha Iyer,employee3087@company.local,Finance,Finance Analyst,8.1,2012-08-08,"SQL, NLP",Busy,100.0,6,60.5
EMP848,Rohit Kumar,employee848@company.local,IT,Finance Analyst,8.9,2022-10-19,"NLP, SQL, Python",Available,59.2,5,69.2
EMP3671,Divya Nair,employee3671@company.local,Engineering,Developer,3.0,2021-05-10,"Machine Learning, Python, SQL, Computer Vision",On Leave,59.9,4,57.4
EMP3305,Anita Kapoor,employee3305@company.local,HR,Project Manager,6.8,2012-02-13,Python,On Leave,34.0,3,72.3
EMP4757,Swati Menon,employee4757@company.local,Engineering,Analyst,7.6,2013-10-21,"Deep Learning, Machine Learning, Computer Vision",On Leave,42.6,1,72.6
EMP1705,Anita Kapoor,employee1705@company.local,Sales,Team Lead,3.8,2014-10-20,"NLP, Django, Finance, Machine Learning",Available,39.1,3,71.9
EMP1994,Nikhil Patel,employee1994@company.local,IT,Data Scientist,8.2,2022-01-06,"React, Finance",Available,71.1,5,74.4
EMP1329,Not specified,employee1329@company.local,Finance,Data Scientist,3.3,2014-06-02,"NLP, Deep Learning, Machine Learning, Python",Available,62.2,5,66.3
EMP1264,Vivek Kumar,employee1264@company.local,IT,Finance Analyst,2.0,2021-12-23,"Computer Vision, React, Machine Learning",Available,57.0,3,76.7
EMP3843,Sneha Sharma,employee3843@company.local,Operations,Business Analyst,4.4,2016-02-29,"Computer Vision, Deep Learning, Excel, Finance",Available,52.5,1,60.1
EMP1080,Arun Singh,employee1080@company.local,Engineering,Senior Developer,1.3,2019-08-25,Python,Available,67.3,4,59.0
EMP4373,Pooja Menon,employee4373@company.local,Engineering,Developer,1.9,2022-07-29,"Finance, Deep Learning, Data Analysis, Project Management",Available,39.1,3,63.7
EMP2032,Sanjay Kumar,employee2032@company.local,Data Science,Project Manager,7.6,2019-11-30,"Finance, Deep Learning",Unknown,100.0,7,68.1
EMP1203,Sneha Sharma,employee1203@company.local,Sales,Business Analyst,4.2,2016-09-05,"Python, Data Analysis, Django, NLP",On Leave,39.5,4,71.0
EMP2427,Neha Joshi,employee2427@company.local,Operations,Team Lead,12.5,2023-10-02,"Django, Project Management, Deep Learning, Excel",Available,40.4,0,84.4
EMP3306,Kiran Patel,employee3306@company.local,IT,Team Lead,7.6,2023-01-21,"Django, Data Analysis, NLP",Available,81.7,5,75.5
EMP2122,Rahul Patel,employee2122@company.local,IT,Data Scientist,1.6,2022-05-30,"Django, NLP",Busy,20.7,1,60.8
EMP818,Manoj Mishra,employee818@company.local,Marketing,Business Analyst,5.6,2013-05-05,"Data Analysis, NLP, Computer Vision, SQL",Available,26.4,2,80.2
EMP3214,Nikhil Das,employee3214@company.local,Data Science,Data Scientist,1.3,2017-10-07,NLP,Available,15.4,3,73.6
EMP584,Vivek Singh,employee584@company.local,Finance,Team Lead,9.2,2019-05-02,"Machine Learning, Python",Available,100.0,6,58.2
EMP3243,Sneha Joshi,employee3243@company.local,IT,Analyst,2.3,2023-12-20,React,Available,54.2,3,65.2
EMP2755,Kavya Sharma,employee2755@company.local,IT,Data Scientist,5.0,2018-11-07,Finance,On Leave,24.7,1,75.1
EMP1100,Arun Raj,employee1100@company.local,Engineering,Business Analyst,2.1,2017-08-15,"NLP, Excel, Deep Learning, Python",Available,49.8,5,56.1
EMP4067,Neha Sharma,employee4067@company.local,Marketing,Developer,3.9,2021-01-31,"Finance, React, Project Management",Available,59.9,3,65.5
EMP3017,Swati Kapoor,employee3017@company.local,IT,Developer,11.3,2016-11-30,"Python, Computer Vision, Excel, Machine Learning",Available,60.1,4,72.9
EMP4736,Aditya Kumar,employee4736@company.local,HR,Business Analyst,3.8,2016-10-05,Python,On Leave,65.3,6,77.0
EMP2897,Swati Reddy,employee2897@company.local,Engineering,Senior Developer,8.4,2019-03-11,NLP,Available,94.0,7,59.3
EMP2119,Isha Nair,employee2119@company.local,Data Science,Team Lead,3.0,2018-07-24,SQL,Busy,86.2,7,62.1
EMP3615,Kavya Iyer,employee3615@company.local,Engineering,Finance Analyst,1.5,2015-09-01,"SQL, NLP, Excel",Busy,70.9,4,68.1
EMP3368,Rohit Singh,employee3368@company.local,Marketing,Data Scientist,7.3,2021-06-24,Machine Learning,Available,44.6,4,73.1
EMP4790,Not specified,employee4790@company.local,Marketing,Developer,3.8,2016-08-05,"Project Management, Finance, Data Analysis",Busy,45.3,4,71.3
EMP4669,Meera Pillai,employee4669@company.local,Operations,Senior Developer,6.8,2021-12-31,NLP,Available,63.7,7,54.4
EMP2822,Rahul Thomas,employee2822@company.local,Data Science,Data Scientist,0.5,2018-10-10,"Python, Finance, Project Management, Excel",Available,33.5,4,55.9
EMP3088,Rohit Kumar,employee3088@company.local,Sales,Team Lead,5.1,2020-09-07,Python,Available,61.4,4,72.5
EMP1064,Vivek Singh,employee1064@company.local,Marketing,Senior Developer,5.4,2016-09-27,"React,Django",Available,58.3,4,76.5
EMP2346,Kiran Patel,employee2346@company.local,IT,Developer,4.3,2015-12-04,"Machine Learning, Data Analysis, NLP",Busy,10.2,1,69.5
EMP4155,Kavya Joshi,employee4155@company.local,IT,Team Lead,5.1,2015-07-08,"Machine Learning, SQL, React",Available,48.3,2,55.1
EMP3602,Rahul Mishra,employee3602@company.local,Data Science,HR Executive,11.4,2014-12-06,"Excel, React, Django, NLP",Available,53.3,4,86.3
EMP614,Nikhil Thomas,employee614@company.local,Operations,Team Lead,8.3,2024-10-02,"Project Management, Django, Data Analysis",Available,27.4,2,65.4
EMP4577,Swati Reddy,employee4577@company.local,Engineering,Senior Developer,7.3,2014-11-20,"Excel, Computer Vision",Available,62.8,5,83.6
EMP1936,Aditya Kumar,employee1936@company.local,IT,Analyst,12.9,2018-02-22,"Machine Learning, Project Management",On Leave,39.7,4,86.5
EMP2731,Divya Joshi,employee2731@company.local,Engineering,Developer,1.0,2017-11-03,"Finance, React, Deep Learning, Python",Busy,55.7,2,55.5
EMP270,Amit Das,employee270@company.local,HR,HR Executive,13.6,2012-06-18,Project Management,Available,52.5,4,69.4
EMP1789,Meera Pillai,employee1789@company.local,IT,HR Executive,3.8,2023-09-22,"Project Management, Computer Vision, Python, Django",Available,26.7,3,56.3
EMP3839,Isha Iyer,employee3839@company.local,Engineering,Finance Analyst,3.3,2024-06-30,"Computer Vision, Excel, React",Available,55.5,4,68.0
EMP042,Rahul Patel,employee042@company.local,Data Science,Finance Analyst,7.3,2023-01-27,"Project Management, Finance",Available,60.7,2,72.6
EMP2443,Sneha Joshi,employee2443@company.local,Operations,Analyst,11.6,2021-06-26,Excel,Available,28.7,0,72.9
EMP749,Meera Pillai,employee749@company.local,HR,Finance Analyst,17.9,2020-06-21,"Finance, React, Machine Learning",Available,50.8,4,69.4
EMP636,Aditya Raj,employee636@company.local,Sales,Business Analyst,4.8,2022-09-01,NLP,Available,81.7,5,63.7
EMP3707,Neha Joshi,employee3707@company.local,HR,Senior Developer,3.6,2019-01-17,"Python, SQL",Available,7.4,2,77.9
EMP2399,Isha Iyer,employee2399@company.local,Sales,HR Executive,6.7,2019-06-06,"SQL, Excel, Project Management, React",Available,41.4,2,64.9
EMP2767,Neha Iyer,employee2767@company.local,Data Science,Business Analyst,5.5,2020-01-01,"Python, Excel, Computer Vision, Data Analysis",Available,36.1,1,53.1
EMP1654,Nikhil Thomas,employee1654@company.local,Sales,Project Manager,11.3,2014-02-27,Machine Learning,Available,64.8,6,81.6
EMP1050,Amit Patel,employee1050@company.local,Marketing,Project Manager,9.5,2022-08-28,SQL,Available,41.0,1,85.6
EMP953,Pooja Kapoor,employee953@company.local,Data Science,Business Analyst,3.4,2024-12-31,"Django, React, Python",Available,48.5,4,64.9
EMP3596,Aditya Raj,employee3596@company.local,IT,HR Executive,7.8,2022-10-07,Deep Learning,Available,60.0,4,73.2
EMP372,Sanjay Verma,employee372@company.local,Engineering,Finance Analyst,2.2,2020-02-04,NLP,Busy,77.8,6,65.5
EMP3249,Meera Reddy,employee3249@company.local,Data Science,Project Manager,3.5,2021-11-23,Computer Vision,Available,72.1,5,76.7
EMP1511,Divya Nair,employee1511@company.local,Engineering,Project Manager,8.6,2015-06-03,"Finance, Python, Deep Learning",Available,56.0,5,76.5
EMP1398,Manoj Thomas,employee1398@company.local,Operations,Finance Analyst,13.8,2015-01-03,Excel,Available,91.5,5,79.4
EMP4979,Isha Sharma,employee4979@company.local,Marketing,Team Lead,4.9,2012-08-04,"Excel, Python",Busy,57.8,4,60.9
EMP698,Manoj Patel,employee698@company.local,HR,Data Scientist,2.6,2017-09-15,"Django, Finance, React",Busy,80.6,6,60.7
EMP2991,Divya Iyer,employee2991@company.local,Data Science,Data Scientist,4.2,2024-08-12,Python,Busy,49.6,4,71.0
EMP449,Meera Reddy,employee449@company.local,Finance,Developer,3.9,2015-12-01,"NLP, Project Management, Deep Learning",Available,59.0,6,64.0
EMP4584,Vivek Singh,employee4584@company.local,Finance,Developer,4.3,2016-04-01,"Project Management, Python, NLP",Busy,93.7,10,47.8
EMP2509,Meera Pillai,employee2509@company.local,Engineering,Developer,1.7,2022-06-02,Excel,Available,58.8,5,62.1
EMP3293,Pooja Pillai,employee3293@company.local,Marketing,Analyst,6.4,2023-02-24,React,Available,65.8,4,86.7
EMP2569,Meera Kapoor,employee2569@company.local,Operations,Finance Analyst,7.7,2021-11-15,"React, Django",On Leave,40.5,3,58.7
EMP1020,Arun Raj,employee1020@company.local,Sales,Business Analyst,4.7,2019-09-15,"Excel, NLP",Available,72.6,5,82.2
EMP1172,Sanjay Verma,employee1172@company.local,Finance,Analyst,12.5,2018-11-29,"Python, Computer Vision",Busy,72.2,5,79.1
EMP1931,Divya Joshi,employee1931@company.local,Engineering,Analyst,9.3,2024-09-05,"NLP, Project Management, Machine Learning, Deep Learning",Available,26.3,1,65.9
EMP443,Sneha Joshi,employee443@company.local,Marketing,Data Scientist,3.3,2018-11-20,"Python, SQL, Finance, Django",Busy,68.4,4,48.0
EMP1177,Swati Kapoor,employee1177@company.local,Operations,Project Manager,5.2,2014-08-30,"SQL, React, Project Management, Django",Available,33.6,2,72.1
EMP1823,Sneha Iyer,employee1823@company.local,IT,Finance Analyst,3.7,2020-01-17,"Python, Machine Learning",Busy,59.6,3,51.8
EMP2012,Sanjay Raj,employee2012@company.local,Operations,Project Manager,5.2,2020-04-18,"Computer Vision, Project Management",Busy,23.5,1,78.5
EMP3571,Divya Sharma,employee3571@company.local,Operations,Team Lead,10.3,2018-01-09,"SQL, Data Analysis",Available,50.8,5,81.2
EMP3453,Pooja Pillai,employee3453@company.local,Engineering,Project Manager,9.7,2020-10-26,"Python, Finance",On Leave,42.3,2,66.6
EMP3313,Pooja Reddy,employee3313@company.local,Marketing,Data Scientist,1.8,2021-03-17,Django,Available,34.0,1,90.6
EMP2900,Arun Verma,employee2900@company.local,IT,Data Scientist,5.5,2017-04-19,"Python, Excel, Finance",Available,49.4,4,68.8
EMP934,Nikhil Thomas,employee934@company.local,Sales,Developer,8.0,2019-12-27,Deep Learning,Available,77.4,3,52.9
EMP4683,Sneha Joshi,employee4683@company.local,Data Science,Team Lead,8.6,2012-06-01,"Deep Learning, Computer Vision, Excel, NLP",Available,100.0,8,65.6
EMP3837,Swati Pillai,employee3837@company.local,IT,Finance Analyst,5.8,2015-10-23,React,Available,77.9,5,71.0
EMP4562,Rahul Mishra,employee4562@company.local,IT,Business Analyst,5.6,2021-04-26,"Deep Learning, Machine Learning, SQL",Available,35.9,0,64.0
EMP392,Sanjay Singh,employee392@company.local,IT,Team Lead,10.1,2017-10-25,Project Management,Available,34.4,3,83.1
EMP4945,Anita Reddy,employee4945@company.local,Sales,HR Executive,0.6,2019-02-15,Data Analysis,Available,31.2,1,42.4
EMP938,Manoj Patel,employee938@company.local,Operations,Senior Developer,6.5,2022-07-22,Data Analysis,Busy,51.0,3,82.3
EMP3638,Manoj Thomas,employee3638@company.local,Finance,Analyst,7.6,2017-02-24,"Python, NLP",Available,64.6,4,60.1
EMP1093,Pooja Menon,employee1093@company.local,IT,Data Scientist,4.7,2012-09-29,"Python, Machine Learning, Finance, Project Management",Available,33.1,2,80.8
EMP1076,Aditya Verma,employee1076@company.local,Engineering,Business Analyst,9.7,2024-06-26,"Deep Learning, Project Management, Excel",Available,50.1,3,69.3
EMP4211,Divya Sharma,employee4211@company.local,Sales,Project Manager,12.5,2022-09-19,React,Available,39.9,5,75.9
EMP4810,Amit Patel,employee4810@company.local,Engineering,Project Manager,10.2,2020-12-27,"SQL, NLP, Project Management, Django",Busy,70.2,5,65.1
EMP2456,Aditya Singh,employee2456@company.local,Marketing,HR Executive,14.9,2017-08-29,"Django, Data Analysis",Available,25.8,3,85.3
EMP635,Kavya Joshi,employee635@company.local,Sales,Senior Developer,4.0,2012-10-31,"Finance, Excel, Computer Vision",Available,63.0,3,45.6
EMP4902,Rahul Thomas,employee4902@company.local,Engineering,Data Scientist,1.7,2016-08-12,"Finance, Django, React",Busy,66.6,5,69.4
EMP2933,Pooja Menon,employee2933@company.local,Marketing,Analyst,7.5,2024-11-09,Data Analysis,Busy,69.0,3,79.5
EMP4829,Meera Pillai,employee4829@company.local,Marketing,Senior Developer,9.5,2019-07-01,"Finance, Project Management",Available,21.7,1,61.7
EMP1468,Rohit Raj,employee1468@company.local,Engineering,Finance Analyst,3.2,2015-05-11,"Data Analysis, Machine Learning, Excel, SQL",Available,57.5,4,57.2
EMP4901,Priya Menon,employee4901@company.local,Sales,Data Scientist,10.5,2024-04-18,"Excel, Machine Learning, React, SQL",Available,44.5,1,65.4
EMP3285,Anita Menon,employee3285@company.local,Marketing,Data Scientist,2.5,2020-06-02,"Data Analysis, Machine Learning",Available,22.4,3,73.4
EMP4694,Nikhil Thomas,employee4694@company.local,Operations,Analyst,8.4,2023-10-31,"Finance, SQL, React, Machine Learning",Busy,59.2,2,71.7
EMP3427,Neha Sharma,employee3427@company.local,Data Science,Business Analyst,1.3,2025-04-01,Computer Vision,Available,24.1,2,72.5
EMP2878,Manoj Das,employee2878@company.local,Sales,Business Analyst,4.2,2014-05-24,"SQL, React, Django, Computer Vision",Busy,61.9,3,77.1
EMP557,Swati Pillai,employee557@company.local,Finance,Business Analyst,5.6,2025-02-02,"Machine Learning, Deep Learning, Computer Vision, Data Analysis",Available,74.7,4,76.2
EMP1786,Kiran Patel,employee1786@company.local,Operations,Project Manager,10.0,2019-09-20,Data Analysis,Available,45.0,4,69.4
EMP4153,Pooja Kapoor,employee4153@company.local,Data Science,HR Executive,2.9,2016-04-17,"Python, NLP, SQL",Busy,39.7,1,67.3
EMP3409,Meera Reddy,employee3409@company.local,Finance,Developer,5.2,2015-09-07,"Data Analysis, Machine Learning",On Leave,55.9,5,66.0
EMP148,Rohit Verma,employee148@company.local,IT,Developer,6.6,2024-06-05,Excel,Available,20.2,3,78.8
EMP255,Kavya Iyer,employee255@company.local,Finance,HR Executive,7.6,2021-07-19,Django,Busy,71.9,4,73.6
EMP3541,Priya Menon,employee3541@company.local,HR,HR Executive,14.8,2016-09-07,"Data Analysis, Python, Deep Learning",Busy,74.2,5,71.3
EMP3537,Swati Reddy,employee3537@company.local,Data Science,HR Executive,11.7,2012-05-08,"Computer Vision, React",Available,28.4,0,70.3
EMP3485,Anita Pillai,employee3485@company.local,IT,Finance Analyst,8.3,2020-11-16,"Machine Learning, Python",Available,31.6,2,69.4
EMP2689,Meera Reddy,employee2689@company.local,Finance,Finance Analyst,2.7,2012-10-23,Django,Available,52.7,3,69.7
EMP4359,Isha Nair,employee4359@company.local,Engineering,Senior Developer,11.3,2022-12-19,"Finance, Machine Learning, Computer Vision, Deep Learning",Available,94.0,6,75.8
EMP2742,Rahul Thomas,employee2742@company.local,Marketing,Finance Analyst,13.2,2019-02-18,Data Analysis,Busy,55.7,4,67.3
EMP2144,Vivek Kumar,employee2144@company.local,Finance,Team Lead,3.4,2024-06-13,"Deep Learning, Finance",Unknown,12.7,1,61.2
EMP1859,Isha Sharma,employee1859@company.local,IT,Business Analyst,0.8,2023-08-31,"Data Analysis, Python",Busy,63.1,3,61.1
EMP2967,Neha Nair,employee2967@company.local,Operations,Finance Analyst,3.1,2022-12-22,"Deep Learning, React, Finance",Busy,36.8,4,69.8
EMP1596,Aditya Raj,employee1596@company.local,Finance,Analyst,10.3,2025-02-21,"Deep Learning, Django, Python",Available,37.5,2,83.0
EMP2744,Vivek Singh,employee2744@company.local,IT,Team Lead,8.1,2018-10-21,"Data Analysis, Excel, Project Management",Available,47.3,2,76.1
EMP4628,Rohit Verma,employee4628@company.local,IT,Senior Developer,5.2,2023-07-15,"NLP, Deep Learning",Available,54.1,3,64.6
EMP1288,Rohit Singh,employee1288@company.local,Data Science,Developer,11.9,2014-11-18,"NLP, Data Analysis, React, Finance",Available,50.2,1,83.8
EMP1431,Divya Nair,employee1431@company.local,Engineering,Senior Developer,4.2,2021-02-11,"Machine Learning, Project Management, Python, Data Analysis",Available,43.8,3,74.3
EMP4508,Rohit Raj,employee4508@company.local,Finance,Senior Developer,2.0,2024-10-29,"Python, Computer Vision",Available,0.0,0,69.8
EMP2010,Amit Patel,employee2010@company.local,Marketing,Finance Analyst,4.8,2023-05-30,"Data Analysis, React, Machine Learning, Project Management",Available,85.4,5,62.6
EMP1480,Arun Singh,employee1480@company.local,Engineering,Business Analyst,15.6,2016-02-27,Finance,Available,73.2,6,88.2
EMP1062,Rahul Thomas,employee1062@company.local,Marketing,Team Lead,2.2,2024-09-11,"Finance, React, SQL, NLP",Available,91.1,6,63.2
EMP2655,Kavya Iyer,employee2655@company.local,IT,Developer,7.3,2017-12-05,React,Available,38.2,2,61.0
EMP1821,Priya Pillai,employee1821@company.local,Operations,Business Analyst,5.4,2016-10-25,"Deep Learning, Project Management, Excel, Django",Busy,65.5,5,71.5
EMP1703,Sneha Nair,employee1703@company.local,IT,Project Manager,2.7,2013-09-08,"Deep Learning, Computer Vision, Data Analysis, Finance",Available,32.5,2,48.5
EMP2132,Sanjay Verma,employee2132@company.local,Sales,Senior Developer,3.7,2023-04-27,"Python, Data Analysis, NLP, Deep Learning",On Leave,51.5,3,62.1
EMP4598,Manoj Thomas,employee4598@company.local,IT,Team Lead,9.1,2015-01-06,"Deep Learning, Data Analysis, Finance, SQL",Available,66.7,3,89.5
EMP3389,Meera Pillai,employee3389@company.local,Operations,HR Executive,2.7,2012-04-20,React,Available,43.8,3,51.9
EMP1022,Rahul Das,employee1022@company.local,Marketing,Analyst,13.4,2021-01-29,NLP,On Leave,37.9,1,80.7
EMP2524,Not specified,employee2524@company.local,HR,Developer,9.4,2013-12-12,"NLP, Project Management, Deep Learning",Busy,55.7,3,61.5
EMP2493,Pooja Pillai,employee2493@company.local,IT,Project Manager,6.7,2019-02-26,"Excel, SQL, React, Machine Learning",Busy,63.6,5,61.9
EMP3656,Aditya Singh,employee3656@company.local,Operations,Developer,3.0,2020-08-21,"Project Management, Python, Data Analysis, React",Busy,65.2,3,51.9
EMP700,Arun Raj,employee700@company.local,Operations,Finance Analyst,15.2,2015-06-10,"SQL, NLP",Available,14.8,2,89.3
EMP4156,Aditya Raj,employee4156@company.local,Data Science,Analyst,7.9,2016-07-23,"NLP, Project Management, Django, Data Analysis",Available,11.1,2,77.0
EMP2942,Rahul Das,employee2942@company.local,Marketing,Business Analyst,5.2,2019-12-30,React,Busy,78.6,5,75.9
EMP1280,Arun Kumar,employee1280@company.local,Finance,Senior Developer,8.6,2017-10-04,"Data Analysis, Deep Learning, Finance",Available,65.2,3,70.2
EMP1310,Amit Das,employee1310@company.local,Data Science,Developer,3.5,2016-04-27,"Computer Vision, NLP, Data Analysis",Available,89.3,6,55.8
EMP4826,Kiran Patel,employee4826@company.local,Engineering,Data Scientist,2.4,2016-11-10,"SQL, Python, Project Management",Busy,90.2,8,64.2
EMP1639,Isha Nair,employee1639@company.local,Data Science,Senior Developer,3.4,2019-10-26,"Django, Project Management",Busy,61.6,5,56.6
EMP3666,Kiran Mishra,employee3666@company.local,IT,Project Manager,0.8,2020-12-06,"Deep Learning, Excel, Django",Available,100.0,2,55.6
EMP1442,Rahul Mishra,employee1442@company.local,Engineering,Team Lead,10.4,2017-08-03,"Project Management, Django",On Leave,25.1,2,77.4
EMP2648,Rohit Singh,employee2648@company.local,IT,Team Lead,2.0,2013-10-01,Project Management,Busy,60.2,4,55.8
EMP1536,Aditya Kumar,employee1536@company.local,Data Science,Business Analyst,5.8,2020-08-21,Computer Vision,Busy,74.1,3,75.0
EMP4509,Meera Pillai,employee4509@company.local,Sales,Analyst,14.2,2023-04-20,"Finance, Django, Excel, Computer Vision",Available,43.6,3,71.4
EMP524,Vivek Raj,employee524@company.local,Finance,Developer,2.3,2020-10-16,"Django, Deep Learning, Computer Vision, Python",Busy,68.7,2,69.4
