employee_id,employee_name,email,department,job_role,experience_years,hire_date,skills,required_skill,availability_status,workload_percentage,active_tasks,performance_score,task_id,task_title,task_description,task_priority,task_status,task_start_date,task_deadline,estimated_hours,hours_logged,progress_percentage,allocation_score,recommended_employee
EMP1319,Isha Nair,employee1319@company.local,Operations,,3.5,2024-04-23,"Django, NLP",Python,Available,1.2,1,,TASK32029,System Testing,Complete Python related work for the assigned business operation.,High,In Progress,2025-12-29,2026-02-08,26.3,19.7,51.6,58.2,1
EMP927,Neha Iyer,employee927@company.local,Engineering,Senior Developer,7.0,2021-05-06,"Excel, Computer Vision, Project Management, Deep Learning",SQL,Available,50.6,5,75.8,TASK37897,Database Update,Complete SQL related work for the assigned business operation.,High,In Progress,2026-03-17,2026-04-09,43.2,49.7,100.0,43.0,1
EMP3959,Isha Nair,employee3959@company.local,HR,Business Analyst,2.4,2024-09-24,"Python, Data Analysis",Excel,Available,85.8,7,61.5,TASK01902,Django Feature Development,Complete Excel related work for the assigned business operation.,Low,Not Started,2026-06-06,2026-07-11,31.2,12.2,43.9,40.1,1
EMP4336,Aditya Kumar,employee4336@company.local,Engineering,,1.4,2012-08-16,"Django, Machine Learning",Finance,Busy,70.7,6,62.1,TASK29681,API Development,Complete Finance related work for the assigned business operation.,Critical,Blocked,2026-04-10,2026-05-03,54.9,91.3,67.9,18.3,1
EMP4684,Vivek Raj,employee4684@company.local, Operations ,Data Scientist,4.2,2013-09-28,"Deep Learning, NLP, Computer Vision",Deep Learning,Available,53.9,4,68.3,TASK37918,Data Cleaning,Complete Deep Learning related work for the assigned business operation.,Medium,In Progress,2025-09-22,2025-10-10,42.2,32.4,64.1,80.5,1
EMP264,Vivek Singh,employee264@company.local,,Project Manager,6.5,2014-02-13,"Computer Vision, Machine Learning, Project Management",React,Busy,52.2,3,66.6,TASK13694,Database Update,Complete React related work for the assigned business operation.,High,In Progress,2025-06-09,2025-08-03,33.3,38.0,100.0,23.6,0
EMP2130,Amit Mishra,employee2130@company.local,Engineering,Team Lead,20.3,2012-07-14,Project Management,React,Busy,21.0,0,73.2,TASK15901,Django Feature Development,Complete React related work for the assigned business operation.,Low,In Progress,2026-07-16,2026-08-01,40.1,37.3,100.0,30.9,1
EMP857,Swati Kapoor,employee857@company.local,Marketing,HR Executive,14.5,2020-01-22,"SQL, Excel, NLP",Deep Learning,Available,34.0,1,83.8,TASK07173,Machine Learning Task,Complete Deep Learning related work for the assigned business operation.,Medium,Completed,2026-04-16,2026-05-23,29.6,29.0,99.9,58.0,1
EMP4763,Sneha Joshi,employee4763@company.local,Finance,Team Lead,11.6,2020-08-19,"Deep Learning, Computer Vision, Django, Python",Django,Available,61.6,3,74.8,TASK16440,Project Documentation,Complete Django related work for the assigned business operation.,Low,In Progress,2026-07-06,2026-07-27,31.1,24.7,64.4,93.7,1
EMP277,Swati Menon,employee277@company.local,Engineering,HR Executive,7.3,2021-01-20,"Python, Data Analysis, Deep Learning",Data Analysis,Available,18.4,0,68.6,TASK49001,Project Documentation,Complete Data Analysis related work for the assigned business operation.,High,Completed,2026-06-08,2026-06-20,41.4,38.1,92.1,93.2,1
EMP4922,Rahul Patel,employee4922@company.local,Sales,Senior Developer,15.7,2024-08-15,"Python, Machine Learning",Data Analysis,Available,77.3,7,83.6,TASK37087,Project Documentation,Complete Data Analysis related work for the assigned business operation.,Low,Completed,2025-05-31,2025-07-15,16.1,17.9,92.0,46.9,1
EMP3617,Swati Reddy,employee3617@company.local,IT,HR Executive,1.4,2012-07-07,"Python, Machine Learning, React",React,Available,25.4,4,63.3,TASK04314,Employee Data Analysis,Complete React related work for the assigned business operation.,Medium,Blocked,2025-01-02,2025-01-20,29.1,22.5,91.3,81.8,1
EMP232,Sanjay Singh,employee232@company.local,Data Science,Developer,7.8,2024-01-04,"Machine Learning, Excel",Machine Learning,Available,58.9,1,99.0,TASK09179,Employee Data Analysis,Complete Machine Learning related work for the assigned business operation.,Medium,Completed,2026-01-23,2026-02-09,21.0,19.2,86.4,89.2,1
EMP4403,Sneha Sharma,employee4403@company.local,Operations,Developer,9.5,2023-02-18,"Deep Learning, Finance, Data Analysis",Django,Available,71.9,5,65.2,TASK01678,System Testing,Complete Django related work for the assigned business operation.,Medium,In Progress,2026-04-18,2026-06-02,37.2,23.7,79.4,47.3,1
EMP4226,Kiran Mishra,employee4226@company.local,,Developer,1.0,2013-04-04,"Machine Learning, Django",NLP,Available,62.8,6,83.0,TASK34047,System Testing,Complete NLP related work for the assigned business operation.,High,In Progress,2025-12-27,2026-01-05,36.6,30.6,86.9,40.4,1
EMP3824,Vivek Kumar,employee3824@company.local,Engineering,HR Executive,19.0,2018-10-10,"Python, Computer Vision, Excel, NLP",NLP,Busy,48.6,3,93.0,TASK12418,Data Cleaning,Complete NLP related work for the assigned business operation.,High,Not Started,2025-01-05,2025-02-28,22.5,20.2,95.8,64.7,1
EMP3268,Rohit Verma,employee3268@company.local,IT,Data Scientist,5.7,2015-02-01,"Django, React, SQL",Python,Busy,42.9,2,62.6,TASK19947,SQL Data Processing,Complete Python related work for the assigned business operation.,Low,,2026-03-16,2026-03-28,52.6,48.7,100.0,26.1,1
EMP3104,Vivek Kumar,employee3104@company.local,Data Science,Team Lead,7.6,2014-10-28,Deep Learning,Django,Available,32.5,1,55.1,TASK12026,Machine Learning Task,Complete Django related work for the assigned business operation.,Medium,In Progress,2025-11-07,2025-11-27,34.2,30.3,97.3,43.4,1
EMP1338,Manoj Patel,employee1338@company.local,HR,Finance Analyst,5.0,2019-10-12,"SQL, Data Analysis, Finance",Python,Available,55.1,1,75.0,TASK33673,Dashboard Update,Complete Python related work for the assigned business operation.,Medium,Not Started,2025-07-02,2025-08-01,50.9,39.3,78.1,44.5,0
EMP1065,Anita Kapoor,employee1065@company.local,Operations,Data Scientist,19.5,2013-12-15,"Excel, Computer Vision, Machine Learning, Data Analysis",React,Available,56.7,6,78.4,TASK07990,API Development,Complete React related work for the assigned business operation.,High,Completed,2026-02-27,2026-04-01,24.3,16.7,60.5,46.3,1
EMP648,Rohit Singh,employee648@company.local,IT,Data Scientist,3.1,2018-06-06,"Computer Vision, Python, React",Finance,Available,68.4,6,67.5,TASK45588,Django Feature Development,Complete Finance related work for the assigned business operation.,Low,In Progress,2025-03-16,2025-04-17,25.6,16.7,46.9,37.8,0
EMP988,Rohit Raj,employee988@company.local,Sales,Team Lead,9.7,2015-08-26,"Deep Learning, Excel",Python,Available,74.7,7,80.1,TASK11864,Machine Learning Task,Complete Python related work for the assigned business operation.,High,In Progress,2026-01-14,2026-02-24,30.5,9.5,36.4,51.2,1
EMP211,Divya Sharma,employee211@company.local,Data Science,Data Scientist,6.2,2020-12-08,"Machine Learning, Computer Vision, Django, Excel",NLP,Busy,38.9,2,49.9,TASK49238,Dashboard Update,Complete NLP related work for the assigned business operation.,Medium,In Progress,2026-01-27,2026-02-13,48.7,52.3,88.6,23.8,1
EMP4244,,employee4244@company.local,Sales,Analyst,12.6,2018-06-22,Excel,Machine Learning,On Leave,12.1,1,73.5,TASK19969,Data Cleaning,Complete Machine Learning related work for the assigned business operation.,Low,Completed,2025-06-15,2025-07-29,44.7,32.8,71.1,36.4,1
EMP1862,Rahul Thomas,employee1862@company.local,HR,Developer,3.1,2018-12-17,Excel,Computer Vision,Busy,24.9,3,82.8,TASK14206,System Testing,Complete Computer Vision related work for the assigned business operation.,Low,Completed,2025-05-13,2025-07-08,30.3,30.5,97.6,26.4,0
EMP2838,Manoj Thomas,employee2838@company.local,Data Science,Developer,2.9,2017-05-02,Computer Vision,Finance,Available,84.0,5,80.4,TASK35785,Database Update,Complete Finance related work for the assigned business operation.,High,Not Started,2025-05-15,2025-07-07,42.2,32.0,85.4,39.6,1
EMP256,Aditya Kumar,employee256@company.local,Operations,Analyst,4.8,2017-06-27,Machine Learning,Finance,Busy,47.5,3,71.1,TASK03350,Database Update,Complete Finance related work for the assigned business operation.,Medium,Completed,2026-05-21,2026-06-15,28.3,25.3,89.5,21.4,0
EMP276,Aditya Verma,employee276@company.local,Finance,Developer,3.3,2016-08-26,React,Computer Vision,Busy,37.0,2,70.1,TASK34832,API Development,Complete Computer Vision related work for the assigned business operation.,Low,Completed,2026-03-21,2026-03-27,37.9,19.4,67.5,20.6,0
EMP2420,Arun Verma,employee2420@company.local,Data Science,Senior Developer,3.1,2020-06-28,"Deep Learning, Django",Django,Busy,64.8,4,68.0,TASK08810,API Development,Complete Django related work for the assigned business operation.,Low,In Progress,2026-06-30,2026-08-22,53.9,60.4,99.6,53.7,1
EMP2789,Meera Menon,employee2789@company.local,IT,Project Manager,4.1,2019-09-21,"Django, React",Data Analysis,Available,41.3,2,73.7,TASK17129,Data Cleaning,Complete Data Analysis related work for the assigned business operation.,High,Completed,2025-08-11,2025-08-26,47.0,51.4,100.0,44.5,1
EMP3804,Vivek Raj,employee3804@company.local,Finance,Team Lead,9.0,2013-04-30,"Python, Finance",NLP,Available,26.6,2,88.3,TASK02554,Django Feature Development,Complete NLP related work for the assigned business operation.,High,In Progress,2026-02-18,2026-02-28,29.5,20.8,59.8,61.3,1
EMP4571,Divya Joshi,employee4571@company.local,Finance,Finance Analyst,9.8,2023-05-07,"Data Analysis, Python, Django",Django,Busy,85.3,4,77.0,TASK38530,Data Cleaning,Complete Django related work for the assigned business operation.,Medium,Completed,2026-07-10,2026-08-17,47.2,29.0,,60.6,1
EMP528,Rohit Kumar,employee528@company.local,Sales,Business Analyst,12.2,2015-02-21,,Excel,Busy,56.5,5,79.3,TASK26562,Database Update,Complete Excel related work for the assigned business operation.,Medium,In Progress,2026-02-09,2026-02-14,28.8,25.4,96.5,27.5,1
EMP4685,Anita Pillai,employee4685@company.local,Engineering,HR Executive,3.2,2014-07-27,Computer Vision,Data Analysis,Available,33.4,2,65.7,TASK10998,Machine Learning Task,Complete Data Analysis related work for the assigned business operation.,Medium,In Progress,2026-05-05,2026-06-20,39.6,34.2,88.7,51.0,1
EMP1797,Swati Menon,employee1797@company.local,Marketing,Analyst,10.6,2012-05-10,"Deep Learning, Finance",Python,Available,57.2,5,82.3,TASK23667,Database Update,Complete Python related work for the assigned business operation.,High,Completed,2026-05-31,2026-07-15,44.2,29.8,75.0,51.3,1
EMP520,Arun Singh,employee520@company.local,Engineering,Analyst,16.1,2019-11-15,NLP,Machine Learning,Available,40.5,4,77.4,TASK47208,API Development,Complete Machine Learning related work for the assigned business operation.,Medium,In Progress,2026-07-05,2026-07-29,,20.6,69.7,49.7,1
EMP4271,Divya Iyer,employee4271@company.local,Engineering,HR Executive,9.7,2016-10-10,"SQL, Django",Computer Vision,Available,23.4,2,78.1,TASK01575,Project Documentation,Complete Computer Vision related work for the assigned business operation.,Medium,In Progress,2025-04-12,2025-05-22,25.6,21.0,81.0,59.7,1
EMP3405,Anita Pillai,employee3405@company.local,Engineering,Analyst,6.3,2019-01-07,"Django, Finance, Deep Learning",Project Management,Available,62.0,3,66.0,TASK05460,System Testing,Complete Project Management related work for the assigned business operation.,Medium,In Progress,2025-12-06,2026-02-03,18.4,21.5,100.0,45.4,1
EMP2676,Aditya Verma,employee2676@company.local,Sales,HR Executive,13.2,2020-06-14,"Finance, NLP, SQL",Computer Vision,Available,42.8,3,78.7,TASK01345,SQL Data Processing,Complete Computer Vision related work for the assigned business operation.,Low,In Progress,2026-08-02,2026-08-21,29.6,25.7,85.8,52.8,1
EMP3772,Sanjay Raj,employee3772@company.local,IT,Developer,15.4,2021-05-01,"Finance, Django, SQL",Finance,Available,67.0,5,79.3,TASK14105,Project Documentation,Complete Finance related work for the assigned business operation.,Medium,In Progress,2025-05-19,2025-06-30,34.1,34.7,100.0,82.9,1
EMP3747,Neha Sharma,employee3747@company.local,Sales,Data Scientist,3.1,2022-10-13,React,Python,Available,39.7,4,53.3,TASK03243,Database Update,Complete Python related work for the assigned business operation.,Critical,In Progress,2025-12-23,2025-12-30,53.3,35.5,69.9,47.8,0
EMP1923,Sneha Sharma,employee1923@company.local,Engineering,Team Lead,5.7,2012-10-07,"Project Management, Excel, Python, Computer Vision",NLP,Busy,95.3,7,70.9,TASK45187,Project Documentation,Complete NLP related work for the assigned business operation.,Medium,In Progress,2025-04-08,2025-04-11,41.7,25.5,84.8,14.3,1
EMP4270,Amit Das,employee4270@company.local,Engineering,Data Scientist,6.5,2019-06-29,"Deep Learning, SQL, Computer Vision",Computer Vision,Busy,67.9,4,65.4,TASK40076,Django Feature Development,Complete Computer Vision related work for the assigned business operation.,High,Completed,2025-05-17,2025-06-24,44.4,36.4,86.8,55.1,1
EMP422,Rahul Thomas,employee422@company.local,IT,Finance Analyst,5.2,2024-07-23,Deep Learning,Computer Vision,Available,14.9,2,68.2,TASK18756,Project Documentation,Complete Computer Vision related work for the assigned business operation.,High,In Progress,2026-06-02,2026-07-06,27.2,24.3,81.1,50.5,1
EMP2423,Sneha Nair,employee2423@company.local,IT,Senior Developer,5.7,2025-07-13,Python,SQL,Available,43.1,1,85.4,TASK04038,Dashboard Update,Complete SQL related work for the assigned business operation.,Medium,Completed,2025-05-21,2025-07-13,22.6,15.3,67.5,56.2,1
EMP4611,Divya Sharma,employee4611@company.local,Finance,Analyst,8.8,2015-01-02,Django,Finance,Available,38.3,4,65.6,TASK28498,Django Feature Development,Complete Finance related work for the assigned business operation.,High,In Progress,2026-02-11,2026-03-29,54.7,49.0,72.6,57.7,1
EMP1140,Arun Verma,employee1140@company.local,Data Science,Senior Developer,,2016-02-11,"Data Analysis, Computer Vision, React",Excel,Available,58.5,3,59.0,TASK25799,Project Documentation,Complete Excel related work for the assigned business operation.,Critical,Not Started,2025-08-12,2025-10-06,44.0,35.7,88.5,40.5,1
EMP4149,Meera Menon,employee4149@company.local,Sales,Team Lead,8.0,2017-03-25,"React, Data Analysis",Deep Learning,Available,41.2,2,80.2,TASK22805,System Testing,Complete Deep Learning related work for the assigned business operation.,Medium,In Progress,2025-12-16,2026-01-22,41.0,41.5,100.0,49.8,0
EMP4016,Aditya Kumar,employee4016@company.local,Engineering,Team Lead,22.0,2017-03-30,"Project Management, Computer Vision, Finance",Excel,Busy,51.3,5,79.8,TASK00166,Database Update,Complete Excel related work for the assigned business operation.,Low,In Progress,2026-05-07,2026-06-06,36.0,25.5,83.3,19.9,1
EMP3121,Priya Reddy,employee3121@company.local,IT,Business Analyst,6.0,2016-10-13,Django,Finance,Available,59.6,3,69.0,TASK35931,Project Documentation,Complete Finance related work for the assigned business operation.,Medium,In Progress,2026-06-25,2026-08-17,29.8,33.1,100.0,38.6,1
EMP4162,Rahul Mishra,employee4162@company.local,Operations,Project Manager,4.4,2018-04-22,"SQL, Project Management",Python,On Leave,83.0,6,54.5,TASK02148,SQL Data Processing,Complete Python related work for the assigned business operation.,Medium,Blocked,2025-04-21,2025-05-23,33.2,34.9,100.0,7.3,0
EMP185,Anita Kapoor,employee185@company.local,Data Science,Analyst,1.0,2023-07-02,"Data Analysis, Excel, SQL",Deep Learning,Available,55.2,3,68.3,TASK36198,Database Update,Complete Deep Learning related work for the assigned business operation.,Medium,Completed,2026-03-09,2026-04-19,28.8,30.5,100.0,44.4,1
EMP3931,Divya Joshi,employee3931@company.local,Data Science,Developer,9.2,2025-03-13,Machine Learning,Data Analysis,Available,34.3,3,81.6,TASK28760,SQL Data Processing,Complete Data Analysis related work for the assigned business operation.,Critical,In Progress,2025-06-13,2025-08-07,63.6,53.9,71.1,59.2,1
EMP2789,Meera Menon,employee2789@company.local,IT,Project Manager,4.1,2019-09-21,"Django, React",Python,Available,41.3,2,73.7,TASK05941,Data Cleaning,Complete Python related work for the assigned business operation.,Critical,In Progress,2025-08-10,2025-09-26,48.5,32.8,50.3,52.1,1
EMP1907,Neha Sharma,employee1907@company.local,IT,Data Scientist,5.5,2022-06-14,"Machine Learning, SQL, Deep Learning",Machine Learning,Busy,100.0,8,66.5,TASK37435,Machine Learning Task,Complete Machine Learning related work for the assigned business operation.,Medium,In Progress,2026-07-20,2026-09-15,40.6,32.5,73.5,51.4,0
EMP2755,Kavya Sharma,employee2755@company.local,IT,Data Scientist,5.0,2018-11-07,Finance,Python,On Leave,24.7,3,75.1,TASK42702,Data Cleaning,Complete Python related work for the assigned business operation.,Low,In Progress,2026-03-15,2026-04-15,45.9,35.6,66.1,16.0,1
EMP4334,Nikhil Das,employee4334@company.local,,Senior Developer,3.5,2024-09-06,Excel,SQL,Busy,65.4,2,46.2,TASK36045,Data Cleaning,Complete SQL related work for the assigned business operation.,High,Not Started,2025-05-02,2025-05-30,42.8,26.4,53.0,18.1,1
EMP3782,Rahul Thomas,employee3782@company.local,IT,Team Lead,6.4,2025-08-30,Deep Learning,Machine Learning,Available,54.1,4,58.3,TASK48008,Machine Learning Task,Complete Machine Learning related work for the assigned business operation.,Medium,,2025-12-11,2026-01-14,41.1,44.5,100.0,43.4,1
EMP2802,Rahul Mishra,employee2802@company.local,IT,Developer,1.8,2021-11-04,"NLP, Excel, Machine Learning",Django,Busy,37.2,3,73.2,TASK24107,Database Update,Complete Django related work for the assigned business operation.,Medium,In Progress,2025-01-03,2025-01-26,38.6,36.1,93.3,23.7,0
EMP2857,Swati Kapoor,employee2857@company.local,Engineering,Team Lead,8.3,2025-07-24,"SQL, Excel, Machine Learning",Finance,Available,40.8,5,72.7,TASK31578,Django Feature Development,Complete Finance related work for the assigned business operation.,Medium,In Progress,2026-04-28,2026-06-22,32.7,21.4,69.6,50.3,1
EMP104,Vivek Singh,employee104@company.local,IT,Senior Developer,3.4,2023-02-05,"Deep Learning, Computer Vision, Excel",Computer Vision,Available,78.2,4,75.5,TASK45350,API Development,Complete Computer Vision related work for the assigned business operation.,High,In Progress,2025-03-18,2025-03-25,41.9,23.1,,74.5,1
EMP4895,Kavya Iyer,employee4895@company.local,HR,Business Analyst,15.6,2013-05-11,"NLP, Data Analysis, Excel",NLP,Available,53.8,4,83.9,TASK29226,Machine Learning Task,Complete NLP related work for the assigned business operation.,High,In Progress,2026-03-23,2026-03-29,48.0,52.5,100.0,90.0,1
EMP1884,Vivek Raj,employee1884@company.local,,Project Manager,4.1,2017-05-01,"Computer Vision, Python",Python,Available,100.0,8,63.5,TASK09030,System Testing,Complete Python related work for the assigned business operation.,Medium,In Progress,2026-05-04,2026-05-07,39.6,39.1,100.0,73.4,1
EMP2917,Swati Menon,employee2917@company.local,,Business Analyst,19.3,2013-09-04,Machine Learning,Data Analysis,Available,56.0,4,85.6,TASK12898,System Testing,Complete Data Analysis related work for the assigned business operation.,Medium,Completed,2025-05-11,2025-06-01,44.1,33.2,82.3,57.0,1
EMP214,Nikhil Thomas,employee214@company.local,IT,Project Manager,4.0,2015-10-28,"NLP, React, Deep Learning, Python",Python,Available,52.8,3,64.5,TASK14252,Django Feature Development,Complete Python related work for the assigned business operation.,Medium,In Progress,2025-07-19,2025-09-09,42.3,17.4,47.0,83.5,1
EMP1774,Nikhil Das,employee1774@company.local,Engineering,Business Analyst,3.5,2013-12-26,Django,Deep Learning,Busy,77.1,5,70.8,TASK16213,Django Feature Development,Complete Deep Learning related work for the assigned business operation.,Low,Not Started,2025-11-07,2025-11-16,34.5,40.8,100.0,14.3,0
EMP439,Isha Nair,employee439@company.local,IT,Project Manager,19.3,2024-07-14,Deep Learning,NLP,Busy,42.9,3,90.6,TASK14843,Machine Learning Task,Complete NLP related work for the assigned business operation.,High,Completed,2026-06-28,2026-07-26,38.3,23.1,58.8,25.9,1
EMP3426,Kiran Mishra,employee3426@company.local,Finance,Project Manager,,2013-01-24,Computer Vision,Finance,Available,0.4,0,54.8,TASK44068,System Testing,Complete Finance related work for the assigned business operation.,High,Completed,2025-12-16,2026-02-11,47.7,36.8,61.5,51.6,1
EMP1540,Arun Verma,employee1540@company.local,Engineering,Business Analyst,18.8,2025-05-25,"Deep Learning, NLP, Excel, Machine Learning",NLP,Busy,34.3,2,90.4,TASK43395,API Development,Complete NLP related work for the assigned business operation.,Low,In Progress,2025-12-27,2026-02-25,34.0,24.7,79.6,69.9,1
EMP657,Swati Reddy,employee657@company.local,Sales,Data Scientist,8.8,2021-03-04,"Excel, NLP",Excel,Available,24.6,2,74.6,TASK12665,Machine Learning Task,Complete Excel related work for the assigned business operation.,Medium,Not Started,2025-09-16,2025-09-22,28.3,27.1,100.0,95.1,1
EMP709,Meera Menon,employee709@company.local,HR,Team Lead,7.3,2024-03-18,"Project Management, React",Django,On Leave,34.5,1,68.9,TASK02334,System Testing,Complete Django related work for the assigned business operation.,Low,Completed,2025-11-27,2025-12-17,,50.6,68.0,25.6,1
EMP1786,Kiran Patel,employee1786@company.local,Operations,Project Manager,10.0,2019-09-20,Data Analysis,Python,Available,45.0,5,77.0,TASK13181,Django Feature Development,Complete Python related work for the assigned business operation.,High,In Progress,2025-01-04,2025-02-20,47.3,23.0,50.4,55.7,1
EMP1617,Swati Reddy,employee1617@company.local,Data Science,,10.9,2022-12-23,"Excel, Python, Data Analysis, Django",Machine Learning,Available,62.6,6,56.0,TASK42379,Machine Learning Task,Complete Machine Learning related work for the assigned business operation.,Medium,Completed,2026-03-11,2026-05-04,40.4,33.4,91.4,49.8,1
EMP359,Isha Nair,employee359@company.local,Data Science,Business Analyst,2.7,2015-12-19,"Computer Vision, Data Analysis, Python",Excel,Available,61.9,4,68.5,TASK36200,Machine Learning Task,Complete Excel related work for the assigned business operation.,Critical,In Progress,2025-02-09,2025-02-21,47.7,22.4,,35.3,1
EMP4481,Priya Reddy,employee4481@company.local,Operations,Project Manager,3.2,2021-06-09,Deep Learning,Python,Available,74.3,4,74.9,TASK25432,Dashboard Update,Complete Python related work for the assigned business operation.,Low,Completed,2026-04-28,2026-06-23,27.6,24.3,92.1,44.3,1
EMP3457,Swati Reddy,employee3457@company.local,Data Science,Senior Developer,1.3,2013-10-27,"NLP, SQL, Computer Vision, Excel",Python,Available,52.2,5,62.5,TASK38759,Project Documentation,Complete Python related work for the assigned business operation.,Medium,Not Started,2026-07-06,2026-08-23,37.3,39.7,100.0,46.2,1
EMP3498,Manoj Patel,employee3498@company.local,HR,Business Analyst,3.9,2014-04-01,"Python, Machine Learning, Project Management, React",React,Available,0.0,0,63.5,TASK45056,System Testing,Complete React related work for the assigned business operation.,High,In Progress,2026-04-16,2026-06-01,39.1,34.0,100.0,84.5,1
EMP550,Amit Thomas,employee550@company.local,Marketing,Project Manager,8.1,2012-07-13,"React, Machine Learning, Data Analysis",Excel,Available,67.3,3,67.9,TASK34530,Dashboard Update,Complete Excel related work for the assigned business operation.,Medium,In Progress,2025-01-31,2025-02-23,27.5,22.6,80.2,46.6,1
EMP2982,Rahul Thomas,employee2982@company.local,Finance,Business Analyst,2.1,2023-04-14,Finance,Data Analysis,Available,36.6,1,69.8,TASK03973,Machine Learning Task,Complete Data Analysis related work for the assigned business operation.,Low,In Progress,2025-02-23,2025-03-12,24.0,23.3,97.8,41.7,1
EMP2253,Pooja Pillai,employee2253@company.local,Operations,Analyst,3.1,2024-11-09,"Machine Learning, SQL, NLP, Finance",NLP,Available,32.2,1,72.3,TASK31070,Database Update,Complete NLP related work for the assigned business operation.,Medium,In Progress,2025-04-20,2025-06-10,50.3,40.8,75.7,79.6,1
EMP4043,Sneha Joshi,employee4043@company.local,Finance,Team Lead,3.6,2015-11-06,Data Analysis,Finance,Available,59.6,3,68.8,TASK03921,System Testing,Complete Finance related work for the assigned business operation.,High,Completed,2025-08-03,2025-09-19,16.4,14.7,88.6,43.5,1
EMP1037,Swati Pillai,employee1037@company.local,Engineering,Analyst,8.5,2023-01-24,"Excel, React, Computer Vision, Machine Learning",Excel,Busy,20.8,2,69.8,TASK20217,System Testing,Complete Excel related work for the assigned business operation.,Medium,Not Started,2025-06-14,2025-06-27,36.8,33.1,100.0,64.5,1
EMP2937,Swati Kapoor,employee2937@company.local,Marketing,Team Lead,6.5,2015-04-09,NLP,SQL,Available,107.0,4,69.6,TASK29259,Database Update,Complete SQL related work for the assigned business operation.,Critical,Completed,2025-06-08,2025-06-26,53.9,52.5,78.9,44.7,1
EMP1008,Rohit Kumar,employee1008@company.local,Engineering,Finance Analyst,2.2,2014-12-14,"Data Analysis, Computer Vision",Machine Learning,Busy,83.1,4,61.2,TASK29104,Machine Learning Task,Complete Machine Learning related work for the assigned business operation.,High,Completed,2025-11-20,2025-12-19,59.4,31.5,50.8,12.7,1
EMP1718,Manoj Thomas,employee1718@company.local,HR,Business Analyst,1.1,2013-08-20,NLP,NLP,Available,69.5,4,67.7,TASK47396,Data Cleaning,Complete NLP related work for the assigned business operation.,High,In Progress,2026-01-10,2026-03-03,21.7,15.2,62.8,77.4,1
EMP445,Anita Pillai,employee445@company.local,Data Science,Business Analyst,5.1,2021-10-01,"Excel, Django",Project Management,Available,17.5,0,77.2,TASK19958,SQL Data Processing,Complete Project Management related work for the assigned business operation.,Critical,Not Started,2026-06-02,2026-07-25,56.8,49.2,100.0,52.5,1
EMP1264,,employee1264@company.local,IT,Finance Analyst,,2021-12-23,"Computer Vision, React, Machine Learning",Project Management,Available,57.0,3,76.7,TASK05532,Employee Data Analysis,Complete Project Management related work for the assigned business operation.,High,Completed,2025-11-29,2025-12-24,44.1,35.0,91.0,41.7,1
EMP3104,Vivek Kumar,employee3104@company.local,Data Science,Team Lead,7.6,2014-10-28,Deep Learning,React,Available,32.5,2,55.1,TASK20195,Employee Data Analysis,Complete React related work for the assigned business operation.,Low,In Progress,2026-02-25,2026-04-17,24.9,14.3,59.9,49.6,1
EMP848,Rohit Kumar,employee848@company.local,IT,Finance Analyst,8.9,2022-10-19,"NLP, SQL, Python",Machine Learning,Available,59.2,4,69.2,TASK29269,Data Cleaning,Complete Machine Learning related work for the assigned business operation.,High,In Progress,2025-12-29,2026-01-11,42.7,40.4,100.0,46.3,0
EMP3463,Sneha Nair,employee3463@company.local,IT,Analyst,10.2,2022-04-12,"Data Analysis, Project Management, Excel, SQL",React,Available,89.2,5,53.1,TASK18210,Dashboard Update,Complete React related work for the assigned business operation.,High,In Progress,2025-09-12,2025-10-19,37.0,16.3,59.7,43.5,1
EMP4446,Kiran Das,employee4446@company.local,Data Science,Business Analyst,22.0,2018-04-03,"Project Management, Data Analysis",Computer Vision,Available,60.1,4,91.4,TASK22931,Data Cleaning,Complete Computer Vision related work for the assigned business operation.,Medium,Not Started,2025-12-27,2026-02-02,46.8,29.8,69.9,45.7,1
EMP804,Vivek Verma,employee804@company.local,IT,Business Analyst,17.5,2013-07-09,"Finance, NLP, Data Analysis, SQL",Python,Busy,57.4,4,77.6,TASK18709,Database Update,Complete Python related work for the assigned business operation.,High,In Progress,2026-04-26,2026-05-22,37.9,40.7,94.4,27.4,0
EMP1903,Sneha Iyer,employee1903@company.local,Sales,HR Executive,5.0,2020-08-22,"SQL, React, Deep Learning",Django,Available,62.5,3,61.2,TASK33515,Django Feature Development,Complete Django related work for the assigned business operation.,,In Progress,2025-03-06,2025-04-11,30.1,29.9,81.5,42.4,0
EMP3898,Manoj Patel,employee3898@company.local,Engineering,Developer,9.5,2018-05-23,"SQL, Project Management, Deep Learning",Data Analysis,Busy,36.9,1,60.2,TASK12037,System Testing,Complete Data Analysis related work for the assigned business operation.,High,Completed,2025-04-19,2025-06-02,18.4,14.4,57.0,29.3,0
EMP3864,Vivek Singh,employee3864@company.local,Engineering,Developer,7.4,2023-12-12,"Machine Learning, NLP, Django",Deep Learning,Available,85.7,6,69.5,TASK10964,Dashboard Update,Complete Deep Learning related work for the assigned business operation.,High,In Progress,2025-08-03,2025-08-14,56.9,38.5,77.8,44.6,1
EMP813,Pooja Pillai,employee813@company.local,Sales,Developer,7.4,2014-07-17,Excel,React,Available,77.8,5,79.5,TASK11454,Database Update,Complete React related work for the assigned business operation.,High,,2025-01-17,2025-01-21,25.1,18.2,75.6,51.1,1
